Column1,Column2,Column1_emo,Column2_emo
양배추즙 최악,맛있게 드세요.,disgust,neutral
양심에 찔려,양심에 찔려 있다면 양심에 찔리세요.,fear,neutral
양심이 콕콕,양심적인 사람이에요.,fear,neutral
양초 선물 받았어,고마워요.,neutral,neutral
양키캔들 선물받았어,기분 좋겠어요.,neutral,angry
얘는 싸우기만 하면 연락이 안돼,연락하지 마세요.,angry,neutral
어둠아 끝나라,어둠은 끝도 없어요.,fear,neutral
어둠에서 나와야 할 듯,어둠에서 나와야 할 때가 올 거예요.,sadness,sadness
어둠의끝,어둠의 끝은 항상 찾아올 거예요.,fear,sadness
어디서 맛난 냄새가 나는데,저도요.,disgust,neutral
어디서 피해자 코스프레임?,코스프레는 나쁜 거예요.,neutral,sadness
어디서부터 잘못된 걸까,잘못된 건 고쳐보세요.,sadness,sadness
어딘가 떠나고 싶다.,떠나보세요.,sadness,sadness
어떤 사람이랑 결혼해야할까,먼저 다가가보세요.,sadness,neutral
어떤 영화 볼까,영화도 보고 싶고 영화도 보고 싶고 영화도 보고 싶고 영화도 보고 싶고 영화,neutral,angry
어떻게 벌어 먹고 살지,먹고 살 수 있을 거예요.,sadness,neutral
어떻게 서류에서부터 계속 떨어져,서류는 항상 떨어져요.,sadness,sadness
어떻게 하면 나를 좋아하게 만들지,먼저 다가가보세요.,sadness,neutral
어떻게 하면 좋을까?,먼저 다가가보세요.,neutral,neutral
어떻게 하면 호감형이 될까,먼저 다가가보세요.,sadness,neutral
어떻게 화해하지,잘 되길 바랄게요.,neutral,sadness
어떻게해 늦잠 잤어,피곤했나봐요.,neutral,sadness
어려 보이고 싶어,나이보다 능력이 중요하죠.,sadness,neutral
어려지고 싶어,더 많이 사랑해주세요.,sadness,sadness
어렸을 때 공부 좀 할 걸,공부하면 더 잘할 수 있어요.,sadness,sadness
어렸을때 공부할껄,공부하면 더 잘할 수 있을 거예요.,sadness,sadness
어렸을때는 공부하기 싫었는데 지금은 하고 싶네,공부하면 더 잘할 수 있을 거예요.,sadness,sadness
어렸을때는 비슷했던 거 같은데,지금은 다를거예요.,sadness,neutral
어렸을때로 돌아가고 싶어,지금 하고 있는 일을 더 열심히 해보세요.,sadness,neutral
어른이 된다는 건 뭘까,어른이 되는 건 쉽지 않아요.,neutral,sadness
어른이 된다는 것,어른이 되는 과정이에요.,neutral,sadness
어린 시절로 돌아가고 싶어,좋은 추억이 될 거예요.,sadness,neutral
어린이집 방학이래,방학이 참 짧죠.,neutral,sadness
어린이집 입학식 가야겠지,축하해요.,neutral,neutral
어린이집 입학식 꼭 참석해야하나?,꼭 참석해야하는 건 아니에요.,neutral,sadness
어머,저도요.,surprise,neutral
어머나,저도요.,sadness,neutral
어색한게 얼굴에 티 나,어색한 게 얼굴인 것 같아요.,sadness,sadness
어이가 없네,저도 모르게 눈물이 나네요.,sadness,sadness
어이가 없어서,저도 모르게 눈물이 나네요.,sadness,sadness
어이상실,어이상실일 수도 있어요.,neutral,neutral
어이없어,저도 모르게 눈물이 나네요.,sadness,sadness
어제 밤 샜어,오늘 하루도 힘내세요.,sadness,neutral
어제 술마시고 나서 기억 안나,기억나는 대로 하세요.,sadness,neutral
언니가 있으면 뭐가 좋아?,제가 있어요.,neutral,neutral
언니랑 다퉜어,언니는 괜찮아요.,neutral,neutral
언니랑 전쟁 중,전쟁터 같죠.,neutral,neutral
언제 다 고쳐,고쳐야 할 게 많죠.,angry,neutral
언제쯤 예쁘게 화장 잘할까,화장하는 게 더 힘들어요.,neutral,sadness
언젠가 자기 복제가 될까,언젠간 사라질 거예요.,sadness,angry
언젠가는 나를 좋아해 주는 사람 있겠지?,언젠가는 나를 좋아해 줄 사람이 나타날 거예요.,sadness,sadness
얼굴 너무 까매졌어.,얼굴만 보고도 걱정되겠네요.,sadness,neutral
얼굴 너무 탔다,얼굴 보기 힘들겠어요.,sadness,sadness
얼굴 보니까 떨리더라,많이 떨렸나봐요.,sadness,sadness
얼굴 엄청 작은 거 부러워,얼굴크기만큼 마음도 크죠.,sadness,sadness
얼굴 작은 거 부러워,얼굴크기만큼 마음도 크죠.,sadness,sadness
얼굴 평가해 달래,얼굴만 보고도 감이 올 거예요.,sadness,sadness
얼굴만 아는 민망한 사이가 있어,상대방을 헷갈리게 하는 건 좋지 않아요.,sadness,neutral
얼굴은 내 스타일 아닌데 점점 좋아지는 거 같아,저도 좋아해요.,sadness,neutral
얼른 아아야 할텐데,얼른 아기를 낳으세요.,sadness,neutral
얼마나 행복해질려고 이렇게 힘들지,행복은 마음에서 우러나오는 거예요.,sadness,neutral
얼마전 재회했는데,좋은 추억이 될 거예요.,sadness,neutral
얼어 죽는 줄,얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼,sadness,fear
얼어죽는 줄 알았어,얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼,sadness,fear
얼집 방학이래,방학이 참 짧죠.,neutral,sadness
얼평해달라는 사람 어떻게 생각해?,얼평은 항상 해보세요.,angry,angry
엄마 기대 때문에 부담돼,기대하지 마세요.,sadness,neutral
엄마 말씀 안 들은거 후회돼,엄마 말씀은 항상 들어주세요.,sadness,angry
엄마 말씀 잘 들을걸,잘 듣고 있어요.,sadness,neutral
엄마 미안해,엄마한테 혼날 일이 있었나봐요.,sadness,sadness
엄마 밥 먹고 싶다,맛있게 드세요.,sadness,neutral
엄마 밥 생각나,맛있게 드세요.,sadness,neutral
엄마 보고 싶다,엄마랑 같이 있으면 좋겠네요.,sadness,neutral
엄마 생각난다,엄마랑 같이 있으면 더 좋죠.,sadness,neutral
엄마 힘들게 했어,엄마한테 혼날 일이 있었나봐요.,sadness,sadness
엄마가 나 때문에 힘든 거 같아,엄마가 나 때문에 힘들지 않길 바랄게요.,sadness,sadness
엄마가 나만 시켜,엄마가 시키시는 대로 하면 돼요.,sadness,neutral
엄마가 나한테 기대가 너무 큰 거 같아서 부담스러워,엄마가 나한테 기대면 안 돼요.,sadness,sadness
엄마가 내 방에 막 들어와,엄마한테 혼날 일이 있었나봐요.,sadness,sadness
엄마가 동생이랑 차별해,차별하지 마세요.,sadness,neutral
엄마가 동생한테만 잘해줘.,잘할 수 있을 거예요.,sadness,neutral
엄마가 선 보라고 하시는데,선 보라고 하세요.,sadness,neutral
엄마가 안 왔으면 좋겠어,엄마가 안 오셨으면 좋겠어요.,sadness,sadness
엄마가 언니랑 나랑 차별해,차별하지 마세요.,sadness,neutral
엄마가 언니랑 차별해,차별하지 마세요.,sadness,neutral
엄마가 자꾸 나만 시켜,엄마가 시키시는 대로 하면 돼요.,sadness,neutral
엄마는 뭐하나,제가 있어요.,sadness,neutral
엄마라고 자식방에 막 들어오면 안돼지,엄마라고 불러보세요.,angry,neutral
엄마랑 둘이 여행가,같이 가보세요.,neutral,neutral
엄마랑 싸웠어,엄마랑 싸웠다고 자책하지 마세요.,sadness,angry
엄마랑 아빠처럼 살고 싶다,아빠처럼 살 수 있을 거예요.,sadness,neutral
엄마랑 여행 안 가봤는데,여행은 항상 좋죠.,neutral,neutral
엄마아빠 노후가 걱정돼,노후는 지금부터 준비하세요.,sadness,neutral
엄마아빠 보고 싶다,아빠랑 같이 있으면 좋겠네요.,sadness,neutral
엄마아빠랑 다시 같이 살아야돼,잘 될 거예요.,sadness,neutral
엄마한테 또 화냈어,엄마한테 혼날 일이 있었나봐요.,angry,sadness
엄마한테 막말했어,사과하세요.,sadness,neutral
엄마한테 미안해,엄마한테는 죄송하다고 말해보세요.,sadness,sadness
엄마한테 손 좀 벌려야겠다,엄마한테 손 벌리세요.,disgust,neutral
엄마한테 혼났어,엄마한테 혼났나봐요.,sadness,sadness
엄청 오래 만났어,오래 만났나봐요.,sadness,neutral
업데이트가 너무 오래 걸려,업데이트가 느려도 괜찮아요.,sadness,neutral
업데이트가 엄청 느려,업데이트가 느려도 괜찮아요.,sadness,neutral
업무 끝내고 집 갈 수 있을까,집 근처로 가보세요.,neutral,neutral
업무 스트레스 넘 심해,스트레스는 자신을 더 힘들게 만들 뿐이에요.,angry,sadness
업무 지적 또 받음,업무 지적은 업무로 인정해주세요.,angry,neutral
업무 지적을 너무 많이 받아,업무 지적은 업무로 인정해주세요.,sadness,neutral
업무가 쌓여있어,업무량이 많아질 거예요.,sadness,neutral
엇갈리는 느낌 싫다,서로 다른 느낌일 수도 있어요.,disgust,neutral
엇갈리지 않았으면 좋겠다,잘 될 거예요.,neutral,neutral
에어 후라이어 사고 싶다.,좋은 생각이에요.,sadness,neutral
에이 짱나,에이,disgust,neutral
에이씨,저도요.,neutral,neutral
엠티 꼭 가야해?,같이 가요.,neutral,neutral
엠티 안 가도 돼지?,같이 가요.,neutral,neutral
여기 있으니까 좋다,저도 좋아해요.,neutral,neutral
여기 좋아,저도 좋아해요.,neutral,neutral
여기까지가 한계야,여기까지가 한계예요.,neutral,neutral
여기까지가 한계인 거같아,더 열심히 하면 할 수 있을 거예요.,neutral,neutral
여드름 났어,피부관리 해보세요.,fear,neutral
여드름 때매 스트레스받아,스트레스 받지 마세요.,angry,angry
여드름 손으로 짰어,피부관리 해보세요.,angry,neutral
여드름 짰어,피부관리 해보세요.,angry,neutral
여드름 피부 화장으로 가릴까?,피부관리실 가서 해보세요.,neutral,neutral
여르름 또났어,다시 시작하세요.,sadness,neutral
여름 끝났으면,여름이 끝났네요.,neutral,sadness
여름 빨리 지나갔으면,여름이 빨리 지나갔길 바랄게요.,neutral,neutral
여름 휴가 어디가 좋을까,휴양지 추천해보세요.,neutral,neutral
여름 휴가 어디가지?,휴양지 추천해보세요.,neutral,neutral
여름에는 냉면만한게 없는 듯,시원한 냉면 드세요.,sadness,neutral
여름에는 냉면이지,시원한 맛이 나죠.,neutral,neutral
여름인데 태닝할까,피부관리 해보세요.,sadness,neutral
여우같은 사람 진짜 싫어,사람마다 다르겠지만 사람마다 다르겠죠.,disgust,neutral
여우같은 애한테 당했어,당하지 마세요.,sadness,angry
여우같은 짓하는 사람 싫어,나쁜 사람 싫어하지 않아요.,disgust,neutral
여우한테 당했어,여우한테 당한 기분이네요.,sadness,angry
여유가 너무 없어,여유를 가지세요.,sadness,neutral
여유롭게 살고 싶어,여유롭게 살 수 있을 거예요.,sadness,neutral
여자 어디서 만나,같이 가자고 해보세요.,sadness,neutral
여자 친구랑 연락이 안돼,연락해보세요.,angry,neutral
여자로 태어 났으면 어땠을까?,남자로 태어났으면 좋겠어요.,sadness,sadness
여자야 남자야,남자도 좋아할 거예요.,neutral,neutral
여자예요? 남자예요?,저는 남자예요.,neutral,neutral
여자친구가 교환학생 간대,교환학생 간대요.,neutral,neutral
여자친구가 교환학생 다녀온대,좋은 소식이네요.,neutral,neutral
여자친구가 남의 눈을 너무 신경써,신경쓰지 마세요.,sadness,neutral
여자친구가 너무 예뻐,저도 예뻐요.,happiness,neutral
여자친구가 맨날 욕해,욕을 해보세요.,angry,sadness
여자친구가 왜 화났는지 모르겠어,화난 이유를 생각해보세요.,sadness,angry
여자친구가 욕했어,욕을 해보세요.,sadness,sadness
여자친구가 자꾸 질리게 한다,질리는 건 당연해요.,angry,neutral
여자친구가 전화를 안해,연락해보세요.,angry,neutral
여자친구가 전화하는 걸 안 좋아해,전화하는 걸 좋아하나봐요.,sadness,neutral
여자친구가 혼자 여행 가보고 싶다는데,혼자 여행 가는 건 어떨까요.,sadness,sadness
여자친구가 혼자 여행 간다는게 화나,혼자 여행 가는 건 좋지 않아요.,angry,neutral
여자친구랑 전화 안 받네.,연락해보세요.,angry,neutral
여자친구랑 종교 때문에 다툼,종교가 무슨 상관인가봐요.,angry,neutral
여자친구랑 종교가 달라,종교가 다른가봐요.,neutral,neutral
여자친구한테 질린 듯,질렸나봐요.,sadness,sadness
여자해보고 싶어,해보세요.,sadness,neutral
여친 데려다 주고 막차 놓침,후회하지 않을 자신이 있다면 연락해보세요.,sadness,neutral
여친 진짜 예쁘다,저도요.,happiness,neutral
여친이 맨날 욕해,욕을 해보세요.,angry,sadness
여친이 셀카 너무 많이 찍어,많이 찍어주세요.,sadness,neutral
여친이 화난 이유를 아직도 모르겠어,화난 이유를 모르겠네요.,angry,angry
여행 가고 싶은데 시간이 없어.,여행은 혼자 가는 게 아니에요.,sadness,sadness
여행 가야지,좋은 추억 만드세요.,neutral,neutral
여행 계획 세워야지,여행은 항상 좋죠.,neutral,neutral
여행 어디가지,좋은 곳 가보세요.,neutral,sadness
여행가고 싶다,좋은 여행이 될 거예요.,neutral,neutral
여행갈 시간도 없다,여행은 항상 좋죠.,sadness,neutral
여행지 추천,좋은 곳 추천해보세요.,neutral,neutral
역류성 식도염 온 거 같아.,식도에 무리가 가지 않았으면 좋겠어요.,neutral,sadness
역류성 식도염이 또 도졌어,식도에 무리가 가지 않았으면 좋겠어요.,sadness,sadness
역시 나는 천재야,천재라고 생각해요.,neutral,neutral
역시 이불밖은 위험해,이불밖은 위험해요.,sadness,sadness
연금 믿어도 될까,연금에 대한 믿음이 없다면 연금에 가입할 수 없어요.,fear,sadness
연금 받을 수 있을까,연금 받을 수 있을 거예요.,neutral,neutral
연락 또 해도 되겠지,연락 기다리다가 지쳐서 연락하는게 더 힘들어요.,angry,sadness
연락 많이 해도 되겠지,연락 많이 하면 더 좋죠.,neutral,neutral
연락 안 하던 친구한테 연락해도 되나,연락해보세요.,angry,neutral
연락 안오면 걱정돼,연락해보세요.,fear,neutral
연락 안오면 어쩌나 걱정되네,연락해보세요.,fear,neutral
연락 안해서 미안해,연락하지 마세요.,sadness,neutral
연락 어떻게 시작함,연락하는 게 힘들어요.,disgust,sadness
연락 없더니 갑자기 왜 만나자고 하지?,연락해보세요.,sadness,neutral
연락 좀 빨리 하지,연락 기다리다가 지쳐서 연락하는게 더 힘들어요.,angry,sadness
연락 좀 빨리빨리 했으면 좋겠다.,연락 빨리빨리 해주세요.,neutral,neutral
연락 좀 안 왔으면 좋겠어,연락해보세요.,angry,neutral
연락 처음에 어떻게 시작함,먼저 연락해보세요.,disgust,neutral
연락 하지 말라고,연락하지 마세요.,angry,neutral
연락이 너무 안돼,연락해보세요.,angry,neutral
연락이 될까,연락해보세요.,fear,neutral
연락이 될지 모르겠네,연락해보세요.,angry,neutral
연락하는 게 어색해,연락하는 게 어색할 수도 있어요.,angry,neutral
연락하는 게 익숙하지가 않아,익숙해지면 익숙해질 거예요.,angry,neutral
